,Address,BuildingType,ComplianceStatus,DataYear,DefaultData,ENERGYSTARScore,LargestPropertyUseType,ListOfAllPropertyUseTypes,Neighborhood,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber
4137," ""505 E DENNY WAY""",Multifamily MR (5-9),Compliant,2015,No,84.0,Multifamily Housing,Multifamily Housing,EAST,Mid-Rise Multifamily,AMBASSADOR 1 CONDOMINIUM,200050000
4138," ""506 E HOWELL ST""",Multifamily MR (5-9),Compliant,2015,No,76.0,Multifamily Housing,Multifamily Housing,EAST,Mid-Rise Multifamily,AMBASSADOR CONDO,200060000
4139," ""619 5TH AVE W""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,ANDERSON PLACE CONDOMINIUM,208600000
4140," ""526 YALE AVE N""",Multifamily MR (5-9),Compliant,2015,No,79.0,Multifamily Housing,"Multifamily Housing, Parking",LAKE UNION,Mid-Rise Multifamily,UNION BAY APTS,209000005
4141," ""527 EASTLAKE AVE E""",Multifamily LR (1-4),Compliant,2015,No,99.0,Multifamily Housing,Multifamily Housing,LAKE UNION,Low-Rise Multifamily,CAROLINA COURT,209000075
4142," ""626 4TH AVE W""",Multifamily MR (5-9),Compliant,2015,Yes,81.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,ANDIAMO CONDOMINIUM,222500000
4144," ""1719 14TH AVE""",Multifamily LR (1-4),Compliant,2015,Yes,72.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Low-Rise Multifamily,ANNARON,242200000
4145," ""2225 1ST AVE""",Multifamily LR (1-4),Compliant,2015,No,,Other,"Multifamily Housing, Other",DOWNTOWN,Other,APEX BELLTOWN CONDOMINIUM,246300000
4146," ""3045 20TH AVE W""",Multifamily LR (1-4),Compliant,2015,No,57.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,ARAVITA CONDOMINIUM,253210000
4147," ""511 E ROY ST""",Multifamily MR (5-9),Compliant,2015,Yes,32.0,Multifamily Housing,Multifamily Housing,EAST,Mid-Rise Multifamily,ARCADIAN COURT CONDOMINIUM,255600000
4148," ""518 YALE AVE N""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Parking",LAKE UNION,Mid-Rise Multifamily,ART STABLE CONDOMINIUM,290050000
4149," ""18 DRAVUS ST""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Parking",MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,ASHBURY CONDOMINIUM,290900000
4150," ""323 QUEEN ANNE AVE N""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Parking",MAGNOLIA / QUEEN ANNE,Mid-Rise Multifamily,ATHENA CONDOMINIUM,294200000
4151," ""1111 S ATLANTIC ST""",Multifamily LR (1-4),Compliant,2015,No,50.0,Multifamily Housing,Multifamily Housing,GREATER DUWAMISH,Low-Rise Multifamily,ATLANTIC PLACE CONDOMINIUM,299400000
4152," ""1251 TAYLOR AVE N""",Multifamily LR (1-4),Compliant,2015,No,95.0,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,ATRIA VILLA CONDOMINIUM,299900000
4153," ""2000 TERRY AVE""",NonResidential,Compliant,2015,No,,College/University,College/University,DOWNTOWN,College/University,Cornish (Virginia-Terry),660001445
4154," ""2020 TERRY AVE""",Multifamily MR (5-9),Compliant,2015,No,87.0,Multifamily Housing,"Multifamily Housing, Parking",DOWNTOWN,Mid-Rise Multifamily,TERRY AVENUE HOUSING,660001460
4155," ""1001 LENORA ST""",NonResidential,Compliant,2015,No,,College/University,College/University,DOWNTOWN,College/University,Cornish (Notions),660001470
4156," ""1420 BOREN AVE""",Multifamily LR (1-4),Compliant,2015,Yes,61.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,EMBASSY APARTMENTS,660001855
4157," ""1100 PIKE ST""",Multifamily MR (5-9),Compliant,2015,No,79.0,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",EAST,Mid-Rise Multifamily,VILLA APTS,660001875
4158," ""4900 25TH AVE NE""",NonResidential,Compliant,2015,No,89.0,,"Parking, Retail Store",NORTHEAST,Retail Store,OFFICE DEPOT,925049406
4159," ""2401 NE BLAKELEY ST""",Multifamily LR (1-4),Compliant,2015,Yes,56.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,BLAKELEY MANOR,925049417
4162," ""2614 4TH AVE N""",Multifamily LR (1-4),Compliant,2015,No,99.0,Multifamily Housing,"Multifamily Housing, Parking",MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,BOREALIS THE CONDOMINIUM,938000000
4163," ""619 3RD AVE""",Multifamily MR (5-9),Compliant,2015,No,39.0,Multifamily Housing,"Food Service, Multifamily Housing",DOWNTOWN,Mid-Rise Multifamily,ST CHARLES HOTEL APTS,939000085
4164," ""606 2ND AVE""",Multifamily MR (5-9),Compliant,2015,No,81.0,Multifamily Housing,"Multifamily Housing, Retail Store",DOWNTOWN,Mid-Rise Multifamily,CORONA LOFTS,939000100
4165," ""600 2ND AVE""",NonResidential,Compliant,2015,No,95.0,Office,Office,DOWNTOWN,Small- and Mid-Sized Office,HARTFORD BUILDING,939000115
4166," ""107 CHERRY ST""",Multifamily HR (10+),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Restaurant, Retail Store",DOWNTOWN,High-Rise Multifamily,LOWMAN BUILDING,939000120
4167," ""616 1ST AVE""",NonResidential,Compliant,2015,No,85.0,Office,"Office, Restaurant",DOWNTOWN,Small- and Mid-Sized Office,LOWMAN AND HANFORD BUILDING,939000125
4168," ""614 1ST AVE""",NonResidential,Compliant,2015,No,71.0,Office,"Office, Restaurant",DOWNTOWN,Small- and Mid-Sized Office,HOWARD BUILDING,939000140
4169," ""110 CHERRY ST""",NonResidential,Compliant,2015,No,,Office,"Office, Restaurant, Retail Store",DOWNTOWN,Mixed Use Property,110 CHERRY BUILDING,939000235
4170," ""818 2ND AVE""",NonResidential,Compliant,2015,Yes,50.0,Retail Store,"Office, Parking, Retail Store",DOWNTOWN,Mixed Use Property,MARION 823,939000300
4173," ""801 3RD AVE""",NonResidential,Compliant,2015,No,31.0,Office,"Office, Parking",DOWNTOWN,Small- and Mid-Sized Office,SEATTLE METROPOLITAN CREDIT UNION,939000310
4174," ""2315 WESTERN AVE""",NonResidential,Compliant,2015,No,43.0,Office,"Non-Refrigerated Warehouse, Office, Other",DOWNTOWN,Small- and Mid-Sized Office,COMPTON BUILDING,654000330
4175," ""106 BELL ST""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Retail Store",DOWNTOWN,Low-Rise Multifamily,ENDLESS KNOT/DOROTHY DAY HOUSE APTS,655000005
4176," ""118 BELL ST""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Other - Lodging/Residential, Retail Store",DOWNTOWN,Mid-Rise Multifamily,BAKHITA GARDENS,655000075
4177," ""2717 3RD AVE""",NonResidential,Compliant,2015,No,44.0,Office,"Office, Parking",DOWNTOWN,Small- and Mid-Sized Office,GRANGE OFFICE PLAZA,656000045
4178," ""2603 3RD AVE""",NonResidential,Compliant,2015,No,22.0,Retail Store,Retail Store,DOWNTOWN,Retail Store,RITE AID STORE #5218_2603 THIRD AV,656000130
4179," ""2505 3RD AVE""",NonResidential,Compliant,2015,No,50.0,Office,"Office, Parking",DOWNTOWN,Small- and Mid-Sized Office,TRIANON BUILDING,656000160
4180," ""2402 2ND AVE""",Multifamily LR (1-4),Compliant,2015,No,30.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Low-Rise Multifamily,LEXINGTON CONCORD APTS,656000180
4181," ""2401 3RD AVE""",NonResidential,Compliant,2015,No,,Other,"Bank Branch, Other, Parking",DOWNTOWN,Mixed Use Property,U.S. BANK,656000215
4182," ""2301 3RD AVE""",NonResidential,Compliant,2015,No,77.0,Hotel,Hotel,DOWNTOWN,Hotel,BELLTOWN  INN,656000290
4183," ""2721 4TH AVE""",Multifamily MR (5-9),Compliant,2015,No,96.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,THE VERMONT INN,656000360
4184," ""320 CEDAR ST""",Multifamily LR (1-4),Compliant,2015,No,81.0,,,DOWNTOWN,Low-Rise Multifamily,WATERMARKE,656000370
4185," ""2515 4TH AVE""",Multifamily HR (10+),Compliant,2015,No,44.0,Multifamily Housing,"Multifamily Housing, Parking, Swimming Pool",DOWNTOWN,High-Rise Multifamily,CENTENNIAL TOWER APTS,656000450
4186," ""2500 3RD AVE""",Multifamily MR (5-9),Compliant,2015,No,97.0,Multifamily Housing,"Multifamily Housing, Parking",DOWNTOWN,Mid-Rise Multifamily,COURT AT CENTENNIAL APTS,656000451
4187," ""2312 3RD AVE""",Multifamily MR (5-9),Compliant,2015,No,97.0,Multifamily Housing,"Multifamily Housing, Parking",DOWNTOWN,Mid-Rise Multifamily,MODA APTS,656000550
4188," ""2321 4TH AVE""",Multifamily LR (1-4),Compliant,2015,No,95.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Low-Rise Multifamily,FLEMING APTS,656000600
4189," ""2324 1ST AVE""",Multifamily MR (5-9),Compliant,2015,No,98.0,,,DOWNTOWN,Mid-Rise Multifamily,AUSTIN A BELL CONDOMINIUM,657000000
4190," ""1831 8TH AVE""",Multifamily MR (5-9),Compliant,2015,No,81.0,Multifamily Housing,"Multifamily Housing, Other",DOWNTOWN,Mid-Rise Multifamily,STEWART COURT,659000265
4191," ""500 OLIVE WAY""",NonResidential,Compliant,2015,No,3.0,Financial Office,Financial Office,DOWNTOWN,Other,BANK OF AMERICA,659000380
4192," ""414 STEWART ST""",NonResidential,Compliant,2015,No,29.0,Office,"Office, Parking",DOWNTOWN,Small- and Mid-Sized Office,CENTENNIAL BUILDING,659000400
4193," ""1925 5TH AVE""",NonResidential,Compliant,2015,No,,Restaurant,Restaurant,DOWNTOWN,"Restaurant
",ICON GRILL,659000430
4194," ""1942 WESTLAKE AVE""",Multifamily HR (10+),Compliant,2015,No,29.0,,,DOWNTOWN,High-Rise Multifamily,METROPOLITAN TOWER,659000610
4195," ""3018 WESTERN AVE""",NonResidential,Compliant,2015,No,,Laboratory,"Laboratory, Office",DOWNTOWN,Other,3000/3018 Western,695000090
4196," ""3035 1ST AVE""",NonResidential,Compliant,2015,No,,Retail Store,"Non-Refrigerated Warehouse, Retail Store",DOWNTOWN,Retail Store,SEMKKANN LLC,695000125
4197," ""3023 1ST AVE""",Multifamily MR (5-9),Compliant,2015,No,74.0,Multifamily Housing,"Multifamily Housing, Parking",DOWNTOWN,Mid-Rise Multifamily,VERSAILLES APARTMENTS,695000130
4198," ""3101 1ST AVE""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Fast Food Restaurant, Multifamily Housing, Retail Store",DOWNTOWN,Mid-Rise Multifamily,PLYMOUTH PLACE,695000180
4199," ""3016 1ST AVE""",Multifamily LR (1-4),Compliant,2015,Yes,61.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Low-Rise Multifamily,CENTERVIEW APTS,695000215
4200," ""2900 1ST AVE""",Multifamily MR (5-9),Compliant,2015,No,82.0,Multifamily Housing,"Multifamily Housing, Parking, Restaurant, Swimming Pool",DOWNTOWN,Mid-Rise Multifamily,TWENTY NINE HUNDRED ON FIRST,695000245
4201," ""2933 2ND AVE""",Multifamily LR (1-4),Compliant,2015,No,59.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Low-Rise Multifamily,WINDEMERE APARTMENTS,695000285
4202," ""2124 4TH AVE""",NonResidential,Compliant,2015,No,59.0,Medical Office,Medical Office,DOWNTOWN,Medical Office,KING CO PUBLIC HEALTH,696000025
4203," ""2133 5TH AVE""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Parking",DOWNTOWN,Mid-Rise Multifamily,LEE COURT,696000035
4204," ""2230 4TH AVE""",Multifamily LR (1-4),Compliant,2015,Yes,31.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Low-Rise Multifamily,CHARLESGATE APTS,696000095
4205," ""420 BLANCHARD ST""",Multifamily MR (5-9),Compliant,2015,Yes,55.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,WINDHAM APTS,696000135
4206," ""2334 4TH AVE""",Nonresidential COS,Compliant,2015,No,,Fire Station,Fire Station,DOWNTOWN,Other,FIRE STATION 02,696000160
4207," ""2400 4TH AVE""",Multifamily MR (5-9),Compliant,2015,No,77.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,FOUNTAIN COURT,696000250
4208," ""400 WALL ST""",Multifamily MR (5-9),Compliant,2015,No,80.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,SIDNEY APARTMENTS,696000260
4209," ""420 WALL ST""",Multifamily LR (1-4),Compliant,2015,No,86.0,Multifamily Housing,"Multifamily Housing, Parking",DOWNTOWN,Low-Rise Multifamily,DEVONSHIRE APTS,696000290
4210," ""2602 4TH AVE""",Multifamily LR (1-4),Compliant,2015,Yes,67.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Low-Rise Multifamily,STONECLIFF APTS,696000300
4211," ""2614 4TH AVE""",Multifamily HR (10+),Compliant,2015,Yes,5.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,High-Rise Multifamily,BAYVIEW TOWER,696000305
4212," ""2619 5TH AVE""",Multifamily MR (5-9),Compliant,2015,No,96.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,EDWARDS ON FIFTH,696000325
4213," ""420 VINE ST""",Multifamily LR (1-4),Compliant,2015,Yes,33.0,Multifamily Housing,"Multifamily Housing, Parking",DOWNTOWN,Low-Rise Multifamily,THE DAVENPORT,696000335
4214," ""500 WALL ST""",Multifamily HR (10+),Compliant,2015,No,74.0,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",DOWNTOWN,High-Rise Multifamily,SKYE AT BELLTOWN,697000025
4215," ""2300 7TH AVE""",NonResidential,Compliant,2015,No,,Office,"Office, Parking, Retail Store",DOWNTOWN,Small- and Mid-Sized Office,7TH & BELL,697000400
4216," ""2301 8TH AVE""",NonResidential,Compliant,2015,No,62.0,Hotel,Hotel,DOWNTOWN,Hotel,BEST WESTERN LOYAL INN,697000435
4217," ""2901 WESTERN AVE""",NonResidential,Compliant,2015,No,,Social/Meeting Hall,"Other - Entertainment/Public Assembly, Parking, Social/Meeting Hall, Swimming Pool",DOWNTOWN,Mixed Use Property,OLYMPIC SCULTPTURE PARK (SAM),698000095
4218," ""2208 2ND AVE""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Other",DOWNTOWN,Mid-Rise Multifamily,SENIOR SERVICES,698800000
4219," ""2400 1ST AVE""",Multifamily MR (5-9),Compliant,2015,No,22.0,Multifamily Housing,"Multifamily Housing, Swimming Pool",DOWNTOWN,Mid-Rise Multifamily,BELLTOWN COURT CONDOMINIUM,699000000
4220," ""66 BELL ST""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office",DOWNTOWN,Mid-Rise Multifamily,BELLTOWN LOFTS CONDOMINIUM,699800000
4221," ""231 BELMONT AVE E""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Parking",EAST,Low-Rise Multifamily,BELMONT LOFTS CONDOMINIUM,704600000
4222," ""721 BOYLSTON AVE E""",Multifamily LR (1-4),Compliant,2015,No,52.0,Multifamily Housing,Multifamily Housing,EAST,Low-Rise Multifamily,BELMONT PLACE CONDOMINIUM,705500000
4223," ""233 14TH AVE E""",Multifamily LR (1-4),Compliant,2015,No,52.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Low-Rise Multifamily,"BERING, THE CONDOMINIUM",766850000
4224," ""431 NW 100TH PL""",Multifamily LR (1-4),Compliant,2015,Yes,94.0,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",NORTHWEST,Low-Rise Multifamily,CARKEEK PARK PLACE APARTMENTS,767000110
4225," ""3400 25TH AVE W""",Multifamily LR (1-4),Compliant,2015,Yes,87.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,BERTONA HOUSE CONDOMINIUM,777900000
4226," ""100 CROCKETT ST""",Multifamily LR (1-4),Compliant,2015,No,62.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,QUEEN ANNE MANOR,809002696
4227," ""1431 2ND AVE N""",SPS-District K-12,Compliant,2015,Yes,100.0,K-12 School,K-12 School,MAGNOLIA / QUEEN ANNE,K-12 School,QUEEN ANNE GYM (SPS-DISTRICT),811000005
4228," ""12317 15TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,65.0,Multifamily Housing,"Multifamily Housing, Retail Store",NORTH,Low-Rise Multifamily,VILLA FLORA,820000038
4229," ""6420 CALIFORNIA AVE SW""",Multifamily MR (5-9),Compliant,2015,Yes,94.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Mid-Rise Multifamily,CAL-MORE CIRCLE APTS,826000040
4230," ""3401 WALLINGFORD AVE N""",Multifamily LR (1-4),Compliant,2015,No,78.0,Multifamily Housing,"Multifamily Housing, Parking",LAKE UNION,Low-Rise Multifamily,BISCAYNE CONDOMINIUM,829500000
4231," ""13322 GREENWOOD AVE N""",Multifamily LR (1-4),Compliant,2015,Yes,73.0,Multifamily Housing,Multifamily Housing,NORTHWEST,Low-Rise Multifamily,GREENWOOD NORTH APTS,832000005
4232," ""13201 LINDEN AVE N""",Multifamily MR (5-9),Compliant,2015,Yes,79.0,Multifamily Housing,"Multifamily Housing, Parking, Swimming Pool",NORTHWEST,Mid-Rise Multifamily,BITTER LAKE VILLAGE CONDOMINIUM,832200000
4233," ""316 N 134TH ST""",Multifamily LR (1-4),Compliant,2015,No,93.0,Multifamily Housing,Multifamily Housing,NORTHWEST,Low-Rise Multifamily,BITTER LAKE WEST CONDOMINIUM,832500000
4234," ""707 N 130TH ST""",Multifamily LR (1-4),Compliant,2015,Yes,89.0,Multifamily Housing,Multifamily Housing,NORTHWEST,Low-Rise Multifamily,BITTERLAKE VISTA CONDOMINIUM,833000000
4235," ""503 N 50TH ST""",NonResidential,Compliant,2015,No,52.0,Worship Facility,Worship Facility,NORTHWEST,Worship Facility,EMMANUEL BIBLE CHURCH,850000300
4236," ""2901 NE BLAKELEY ST""",Multifamily MR (5-9),Compliant,2015,No,41.0,Multifamily Housing,"Multifamily Housing, Retail Store",NORTHEAST,Mid-Rise Multifamily,BLAKELEY COMMONS OWNERS ASSOCIATION,853300000
4237," ""2301 NE BLAKELEY ST""",Multifamily LR (1-4),Compliant,2015,No,63.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,BLAKELEY PLACE CONDOMINIUM,854500000
4238," ""2500 SW TRENTON ST""",Multifamily LR (1-4),Compliant,2015,No,51.0,Multifamily Housing,Multifamily Housing,DELRIDGE,Low-Rise Multifamily,WESTWOOD COURT APTS,859000025
4239," ""3150 W GOVERNMENT WAY""",Multifamily LR (1-4),Compliant,2015,No,34.0,Multifamily Housing,Multifamily Housing,MAGNOLIA / QUEEN ANNE,Low-Rise Multifamily,BLUE HERON CONDOMINIUM,866300000
4240," ""8600 25TH AVE SW""",Multifamily LR (1-4),Compliant,2015,No,56.0,Multifamily Housing,Multifamily Housing,DELRIDGE,Low-Rise Multifamily,WESTWOOD PARK VILLA BUILDING 2,880000055
4241," ""1323 BOREN AVE""",Multifamily MR (5-9),Compliant,2015,Yes,48.0,Multifamily Housing,"Multifamily Housing, Parking",EAST,Mid-Rise Multifamily,BOLERO CONDOMINIUM,905000000
4242," ""2222 ALKI AVE SW""",Multifamily LR (1-4),Compliant,2015,No,81.0,Multifamily Housing,Multifamily Housing,SOUTHWEST,Low-Rise Multifamily,EMERALD SHORES,914000020
4243," ""1701 23RD AVE S""",Multifamily LR (1-4),Compliant,2015,No,34.0,Multifamily Housing,Multifamily Housing,SOUTHEAST,Low-Rise Multifamily,THE CENTURY HOUSE,924049006
4244," ""4730 21ST AVE NE""",Multifamily LR (1-4),Compliant,2015,No,83.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,IVY RIDGE,925049079
4245," ""4612 22ND AVE NE""",Multifamily LR (1-4),Compliant,2015,No,27.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,PACIFIC SUNRISE,925049084
4246," ""2111 NE 47TH ST""",NonResidential,Compliant,2015,No,91.0,Residence Hall/Dormitory,Residence Hall/Dormitory,NORTHEAST,Residence Hall/Dormitory,PHI DELTA THETA,925049089
4247," ""4909 25TH AVE NE""",NonResidential,Compliant,2015,No,15.0,Office,Office,NORTHEAST,Small- and Mid-Sized Office,LISA LI BLDG,925049118
4248," ""2233 NE 46TH ST""",Multifamily LR (1-4),Compliant,2015,No,65.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,BAYVIEW APTS,925049143
4253," ""5000 25TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,100.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,NORDHEIM COURT (UW HOUSING),925049382
4254," ""4701 24TH AVE NE""",Multifamily LR (1-4),Compliant,2015,No,1.0,Multifamily Housing,Multifamily Housing,NORTHEAST,Low-Rise Multifamily,TRAILSIDE APTS,925049395
4255," ""4715 25TH AVE NE""",NonResidential,Compliant,2015,No,91.0,Hotel,Hotel,NORTHEAST,Hotel,UNIVERSITY TRAVELODGE,925049404
4256," ""2004 WESTLAKE AVE""",NonResidential,Compliant,2015,No,,Restaurant,"Office, Restaurant",DOWNTOWN,"Restaurant
",FARE START,659000710
4257," ""2008 WESTLAKE AVE""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Retail Store",DOWNTOWN,Low-Rise Multifamily,ST MARTIN'S ON WEST LAKE HOUSING,659000715
4258," ""2030 7TH AVE""",Multifamily LR (1-4),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Retail Store",DOWNTOWN,Low-Rise Multifamily,LARNED APTS,659000740
4259," ""2014 4TH AVE""",Multifamily LR (1-4),Compliant,2015,No,88.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Low-Rise Multifamily,THE VIRGINIAN APTS,659000965
4260," ""2011 5TH AVE""",Multifamily MR (5-9),Compliant,2015,No,90.0,Multifamily Housing,Multifamily Housing,DOWNTOWN,Mid-Rise Multifamily,SHERIDAN APTS,659001015
4261," ""2005 5TH AVE""",NonResidential,Compliant,2015,No,92.0,Financial Office,"Bank Branch, Financial Office",DOWNTOWN,Other,GRIFFIN BUILDING,659001020
4262," ""2224 8TH AVE""",NonResidential,Compliant,2015,No,31.0,Hotel,Hotel,DOWNTOWN,Hotel,LA QUINTA INN & SUITES,660000435
4263," ""800 STEWART ST""",NonResidential,Compliant,2015,No,60.0,Office,"Office, Parking",DOWNTOWN,Small- and Mid-Sized Office,800 Stewart,660000625
4264," ""809 OLIVE WAY""",Multifamily HR (10+),Compliant,2015,No,,Other,Other,DOWNTOWN,Other,THE OLIVIAN,660000835
4265," ""801 PINE ST""",Multifamily HR (10+),Compliant,2015,No,12.0,Multifamily Housing,"Multifamily Housing, Parking, Swimming Pool",DOWNTOWN,High-Rise Multifamily,TOWER 801 APARTMENTS,660000900
4266," ""3005 NW MARKET ST""",Multifamily LR (1-4),Compliant,2015,No,92.0,Multifamily Housing,"Multifamily Housing, Parking",BALLARD,Low-Rise Multifamily,LOCK VISTA APTS,1175001045
4267," ""3256 NW 54TH ST""",Multifamily LR (1-4),Compliant,2015,No,91.0,Multifamily Housing,Multifamily Housing,BALLARD,Low-Rise Multifamily,GOLDEN SUNSET APTS,1176001275
4268," ""2425 HARBOR AVE SW""",Multifamily LR (1-4),Compliant,2015,No,74.0,,,SOUTHWEST,Low-Rise Multifamily,HARBOR SQUARE APTS,1224039015
4269," ""323 25TH AVE S""",Multifamily LR (1-4),Compliant,2015,Yes,33.0,Multifamily Housing,Multifamily Housing,CENTRAL,Low-Rise Multifamily,SEATTLE HOUSING AUTHORITY,1250200025
4270," ""2415 N 65TH ST""",NonResidential,Compliant,2015,No,91.0,Worship Facility,Worship Facility,NORTHWEST,Worship Facility,GREEN LAKE UNITED METHODIST,1257200735
4271," ""6350 E GREEN LAKE WAY N""",NonResidential,Compliant,2015,No,60.0,Worship Facility,Worship Facility,NORTHWEST,Worship Facility,SEVENTH DAY ADVENTIST CHURCH,1257203120
4272," ""409 MAYNARD AVE S""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Restaurant, Retail Store, Social/Meeting Hall, Supermarket/Grocery Store",DOWNTOWN,Mid-Rise Multifamily,BUSH HOTEL 2 CONDOMINIUM,1275150000
4273," ""3333 RAINIER AVE S""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",SOUTHEAST,Mid-Rise Multifamily,THE CLAREMONT,1604700000
4274," ""3333 GALE PL S""",Multifamily LR (1-4),Compliant,2015,No,42.0,Multifamily Housing,"Multifamily Housing, Parking",SOUTHEAST,Low-Rise Multifamily,GALE PLACE APTS,1282301210
4275," ""3031 S WALDEN ST""",NonResidential,Compliant,2015,No,72.0,Distribution Center,"Distribution Center, Non-Refrigerated Warehouse, Office",SOUTHEAST,Mixed Use Property,WALDEN BUILDING,1282301295
4276," ""909 BOREN AVE""",NonResidential,Compliant,2015,No,100.0,Senior Care Community,"Bank Branch, Senior Care Community",EAST,Senior Care Community,CABRINI SENIOR HOUSING,1285700000
4277," ""3661 PHINNEY AVE N""",Multifamily LR (1-4),Compliant,2015,No,61.0,,,LAKE UNION,Low-Rise Multifamily,CALLISTO CONDOMINIUM,1307000000
4278," ""9512 1ST AVE NE""",Multifamily LR (1-4),Compliant,2015,No,79.0,Multifamily Housing,Multifamily Housing,NORTH,Low-Rise Multifamily,CAMBRIDGE COURT CONDOMINIUM,1310450000
4279," ""4510 22ND AVE NE""",NonResidential,Compliant,2015,No,,Residence Hall/Dormitory,Residence Hall/Dormitory,NORTHEAST,Residence Hall/Dormitory,SIGMA KAPPA CORP,1321300090
4280," ""901 STEWART ST""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Other, Other - Lodging/Residential, Worship Facility",DOWNTOWN,Mid-Rise Multifamily,GETHSEMANE APARTMENTS,2748000000
4281," ""1823 TERRY AVE""",Multifamily HR (10+),Compliant,2015,No,86.0,Multifamily Housing,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",DOWNTOWN,High-Rise Multifamily,ASPIRA - APARTMENTS,660001170
4282," ""1922 9TH AVE""",Multifamily MR (5-9),Compliant,2015,No,,Multifamily Housing,"Multifamily Housing, Office, Other",DOWNTOWN,Mid-Rise Multifamily,JULIE APARTMENTS,660001235
4283," ""2014 9TH AVE""",NonResidential,Compliant,2015,No,,College/University,College/University,DOWNTOWN,College/University,Cornish (BEEBE),660001305
4284," ""2030 9TH AVE""",NonResidential,Compliant,2015,No,83.0,K-12 School,K-12 School,DOWNTOWN,K-12 School,SOCIAL SECURITY ADMINISTRATION,660001310
